Uuid,Status,Additional data,Characteristic,Path,K1 Messwert,K21000 Verdichtung Minimum,K21001 Verdichtung Maximum,K21002 Verdichtung Spannweite,K21003 Verdichtung Mittelwert,K21004 Verdichtung Sigma,K21005 Verdichtung Median,K21006 Verdichtung Unteres Quartil,K21007 Verdichtung Oberes Quartil,K21008 Verdichtung Cp,K21009 Verdichtung Cpk,K21010 Verdichtung Anzahl,K21011 Verdichtung Gelbbereich,K21012 Verdichtung Rotbereich,K4 Messdatum,K6 Identnummer,K8 Pr¸fer,K9 Text,K10 Maschine,K12 Pr¸fmittel,K53 Auftragsnummer,K96 Freigabestatus,K99 .Verdichtungsjob,K100 Verdichtungsintervall,K101 Verdichtung Anzahl der Ursprungsmessungen,K842 Bemusterungsteil,K843 Beh‰lternummer,K844 Sondermessung,K850 Schicht,K853 Datenstempel,K854 Untergruppe 1,K855 Untergruppe 2,K856 Untergruppe 3,K857 Untergruppe 4,K858 Linie,K860 Aufbauvariante,K861 Antriebsvariante,K862 Lenkungsvariante,K863 Fahrwerksvariante,K864 Fertigungsschrittvariante,K865 Getriebevariante,K866 Ausstattungsvariante,K867 Exterieurvariante,K868 Programmvariante,K870 Identnr. 2,K871 Linie 2,K872 Messort,K873 Farbcode,K874 Baustufe,K1004 Bauteilstand,K1042 CAD-Stand,K1232 Programmstand,K2001 Merkmalsnummer,K2006 Dokumentationspflicht,K2021 Berechnungsvorschrift,K2022 Anzahl Nachkommastellen,K2100 Sollwert,K2101 Nennmaﬂ,K2110 Unterer Toleranz,K2111 Oberer Toleranz,K2120 Art der Grenze unten,K2342 Messmodul,K2343 Messpunktrolle,K2540 X-Richtung,K2541 Y-Richtung,K2542 Z-Richtung,K2543 X-Position,K2544 Y-Position,K2545 Z-Position,K2570 Kategorie,K2571 Funktionsbereich,K2580 PBMS-Punkt,K2581 Inline-Punkt,K2582 Symmetrisch,K2583 Manuelle Toleranzeingabe,K12004 Merkmalsart,K12010 Merkmalstyp,K12360 Messpunktverkn¸pfung,K12361 Verkn¸pfungstyp,K13001 Text 1,K13002 Text 2,K13003 Text 3,K13010 Messprogramm,K13011 Schnittebene,K13012 FMK-Kennung,K13013 Toleranzkette,K13014 Messprinzip
"882ce3c4-275a-43f6-9631-d64bac1148b7|fddfccff-67b9-448f-aada-1829ccdbfcb6","1","False","NLSWA0077_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0077_O_BA/NLSWA0077_O_BA.Z","0.23",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"670.83","0","-1","1",,"NoGroup","FORM_PT2","-0.0597082","-0.0433833","0.9972726","2498.085","-770.654","670.83","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0076_L_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7510AU583","Plane.48",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|5e91db44-3e61-49d2-917c-b0d021fb5059","1","False","NLSWA0084_L_BA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0084_L_BA/NLSWA0084_L_BA.Y","-0.1",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-882.114","0","-1","1",,"Umriss_Buendigkeit_SWA","FORM_PT1","-0.0163154","-0.8847501","0.4657799","2518.821","-882.114","573.076","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0084_L_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7510AU583","Plane.5",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|3469dc3b-c16b-4d87-9924-854e522920ec","1","False","NLSWA0084_L_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0084_L_BA/NLSWA0084_L_BA.Z","0.18",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"573.076","0","-1","1",,"Umriss_Buendigkeit_SWA","FORM_PT1","-0.0163154","-0.8847501","0.4657799","2518.821","-882.114","573.076","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0084_L_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7510AU583","Plane.5",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|df616886-a576-411d-8ba5-e481e0668362","1","False","NLSWA0085_V_BA.X","/AU583/Inline/SGR Aufbau 3/NLSWA0085_V_BA/NLSWA0085_V_BA.X","-0.18",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"2514.031","0","-1","1",,"Umriss_Buendigkeit","FORM_PT2","-0.9695239","-0.0502358","0.2397908","2514.031","-877.937","571.924","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0084_L_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7510AU583","Plane.5",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|5ab89566-8389-4516-ae55-e175f6150baf","1","False","NLSWA0096_L_BA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0096_L_BA/NLSWA0096_L_BA.Y","-0.18",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-934.764","0","-1","1",,"Umriss_Buendigkeit","FORM_PT1","-0.0748519","-0.9928442","-0.0930454","2278.761","-934.764","143.802","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0096_L_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7510AU583","Plane.8",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|eff6ae6a-c09b-4f8f-a6e9-0b362416985a","1","False","NLSWA0097_V_BA.X","/AU583/Inline/SGR Aufbau 3/NLSWA0097_V_BA/NLSWA0097_V_BA.X","-0.15",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"2275.008","0","-1","1",,"Umriss_Buendigkeit","FORM_PT2","-0.8589134","-0.0864175","0.5047768","2275.008","-930.433","146.646","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0096_L_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7510AU583","Plane.8",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|68661c6e-a761-4fec-8566-1f40ae3c52fd","1","False","NLSWA0140_H_BA.X","/AU583/Inline/SGR Aufbau 3/NLSWA0140_H_BA/NLSWA0140_H_BA.X","0.26",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3670.94","0","-1","1",,"Rueckleuchtenbereich","FORM_PT1","0.8627941","-0.3184212","0.3926757","3670.94","-598.018","563.81","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0140_H_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","Plane.19",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|994dc19d-b21d-463d-8b16-31f52dd4ef04","1","False","NLSWA0141_U_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0141_U_BA/NLSWA0141_U_BA.Z","0.55",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"558.929","0","-1","1",,"Rueckleuchtenbereich","FORM_PT2","0.0679161","-0.0741336","-0.9949329","3667.268","-596.801","558.929","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0140_H_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","Plane.19",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|e00593d2-b197-4305-825c-d8b217d098e2","1","False","NLSWA0144_H_BA.X","/AU583/Inline/SGR Aufbau 3/NLSWA0144_H_BA/NLSWA0144_H_BA.X","0.45",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3674.139","0","-1","1",,"Heckausschnitt","FORM_PT1","0.8619782","-0.3017077","0.4073891","3674.139","-586.899","565.536","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NLSWA0144_H_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","Plane.20",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|ac3062dc-4cb5-471b-9c66-25b9e7bd02ac","1","False","NLSWA0145_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0145_R_BA/NLSWA0145_R_BA.Y","0.02",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-582.134","0","-1","1",,"Heckausschnitt","FORM_PT2","0.0163307","0.972185","0.233644","3671.769","-582.134","565.307","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0144_H_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","Plane.20",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|7b872b32-1124-4e47-be30-7a104eb70fb7","1","False","NLSWA0156_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0156_O_BA/NLSWA0156_O_BA.Z","0.18",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"629.327","0","-1","1",,"Heckausschnitt","FORM_PT1","0.2592882","-0.3205715","0.9110452","3647.321","-601.306","629.327","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NLSWA0156_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","ELSWA0621_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|9037b66b-df56-4bb9-80b1-390a4857d8ed","1","False","NLSWA0157_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0157_R_BA/NLSWA0157_R_BA.Y","-0.42",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-596.028","0","-1","1",,"Heckausschnitt","FORM_PT2","0.0071689","0.9704812","0.2410699","3646.287","-596.028","626.572","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","Ja","variabel",,"NLSWA0156_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","ELSWA0621_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|4ac7865f-9688-4cc3-abcb-e8fec2f36d4b","1","False","NLSWA0168_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0168_O_BA/NLSWA0168_O_BA.Z","-0.06",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"720.26","0","-1","1",,"Heckausschnitt","FORM_PT1","0.2834481","-0.3902347","0.8759988","3332.982","-613.042","720.26","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NLSWA0168_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","Plane.26",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|dbed4db8-cc2d-4018-a825-feb544d8d97f","1","False","NLSWA0169_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0169_R_BA/NLSWA0169_R_BA.Y","-0.16",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-607.852","0","-1","1",,"Heckausschnitt","FORM_PT2","0.0612427","0.9804988","0.1867385","3332.125","-607.852","717.613","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NLSWA0168_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","Plane.26",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|0c92f972-f126-435b-bae8-c3a0e53b4fbf","1","False","NLSWA0176_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0176_O_BA/NLSWA0176_O_BA.Z","-0.08",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"928.322","0","-1","1",,"Heckausschnitt","FORM_PT1","0.1968165","-0.4165022","0.8875748","2644.536","-585.6","928.322","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NLSWA0176_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","ELXXA0036_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|9f86199d-178d-4173-a0af-ee1d0104dce6","1","False","NLSWA0177_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0177_R_BA/NLSWA0177_R_BA.Y","-0.44",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-580.443","0","-1","1",,"Heckausschnitt","FORM_PT2","0.0804515","0.9815918","0.1732193","2644.093","-580.443","925.63","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","Ja","variabel",,"NLSWA0176_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","ELXXA0036_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|3b86b462-e05f-4285-a093-92c808abf7d0","1","False","NLSWA0184_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0184_O_BA/NLSWA0184_O_BA.Z","0.09",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"959.405","0","-1","1",,"Bereich_Seite_FS","FORM_PT1","-0.2446667","-0.4326815","0.8677124","971.786","-629.969","959.405","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","Ja","variabel",,"NLSWA0184_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8540AU583","ELXXA0116_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|28ac0020-b1ca-4bf0-ad37-51b8bcd57168","1","False","NLSWA0185_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0185_R_BA/NLSWA0185_R_BA.Y","-0.64",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-624.008","0","-1","1",,"Bereich_Seite_FS","FORM_PT2","-0.33193","0.8209098","0.4646821","971.39","-624.008","957.441","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NLSWA0184_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8540AU583","ELXXA0116_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|1a2bd27d-d47e-431a-b943-6d94c6b21fe7","1","False","NLSWA0196_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0196_O_BA/NLSWA0196_O_BA.Z","0.5",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"685.624","0","-1","1",,"Bereich_Seite_FS","FORM_PT1","-0.2592111","-0.6815835","0.6842904","436.289","-746.887","685.624","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","Ja","variabel",,"NLSWA0196_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7310AU583 SWA_SA_M5930AU583","ELXXA0044_____D",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|df3b0929-742b-4b3f-9437-1ad6110f6fd1","3","False","NLSWA0197_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0197_R_BA/NLSWA0197_R_BA.Y","-1.12",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-741.054","0","-1","1",,"Bereich_Seite_FS","FORM_PT2","-0.4315615","0.8017071","0.4135461","435.682","-741.054","684.565","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NLSWA0196_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7310AU583 SWA_SA_M5930AU583","ELXXA0044_____D",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|6d549084-6f56-40b4-b6ed-8030c0d7fb5a","1","False","NLSWA0457_L_HA.X","/AU583/Inline/SGR Aufbau 3/NLSWA0457_L_HA/NLSWA0457_L_HA.X","0.68",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3208","0","-1","1",,"Lochbild","n.def.","0","-1","0","3208","-876.672","155","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"RPS_110_fy","SWA_A3_M7510AU583",,,,"HA - Kragenloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|15b08184-6410-44b1-bdb1-24b2baadb09f","2","False","NLSWA0457_L_HA.Y","/AU583/Inline/SGR Aufbau 3/NLSWA0457_L_HA/NLSWA0457_L_HA.Y","-0.85",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"-876.672","0","-1","1",,"Lochbild","n.def.","0","-1","0","3208","-876.672","155","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"RPS_110_fy","SWA_A3_M7510AU583",,,,"HA - Kragenloch normal"
"882ce3c4-275a-43f6-9631-d64bac1148b7|b3ff0724-08b7-4a99-a687-ce899b234208","1","False","NLSWA0457_L_HA.Z","/AU583/Inline/SGR Aufbau 3/NLSWA0457_L_HA/NLSWA0457_L_HA.Z","0.1",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"155","0","-1","1",,"Lochbild","n.def.","0","-1","0","3208","-876.672","155","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,,"n.def.",,,"RPS_110_fy","SWA_A3_M7510AU583",,,,"HA - Kragenloch normal"
